IdCliente,DNI,ApellidoPaterno,ApellidoMaterno,Nombres,Genero,Direccion,Distrito,Correo,Telefono1,Telefono2
4937976,40136679,SAAVEDRA QUISPE DE BALLON,,JOSEFINA ANGELICA,,N MZ. 159 LT. 26 AH SAN MARTIN,LOS OLIVOS,SAAVEDRAQUISPEJ@GMAIL.COM,933413884,943609429
11555220,53902273,GRIMALDI GOYONECHE,,ADA ITALIA,,MZ. F LT. 13 URB LOS VI—EDOS DE SAN ANTONIO,LURIGANCHO,ADAGRIMALDI18@GMAIL.COM,936027416,970943551
7839391,61313015,GOMEZ VELASQUEZ,,RAUL ANTONIO,,CL SUCRE S/N MZ. P LT. 09,HUACHO,CHOCHERA_2005_5@HOTMAIL.COM,996498368,924846210
14983670,61472211,CASTRO GRANADOS,,GODOFREDO WILFREDO,,JR AMAZONAS 350,CONCEPCION,WILLEXPERTO2017@GMAIL.COM,999747311,960326613
4683188,61710715,PEREYRA PINEDO,,CECILIA,,JR GUANDU 3889    URBLAS PALMERAS 3ERA ET,LOS OLIVOS,CECYCONE23@HOTMAIL.COM,999899170,950285850
7269802,62748236,ESCOBEDO HUACASI,,ANALI,,MZ. C LT. 21 URB MARIANO BUSTAMANTE,MARIANO MELGAR,ANALIESCOBEDO@OUTLOOK.ES,966062923,936126215
5457114,69317222,CRUZ CRUZ,,SEGUNDO,,AV AMOTAPE S/N MZ. GD LT. 43 URB SANTA MARGARITA 4 ETAPA,PIURA,SEWILLCRUZ@HOTMAIL.COM,906520225,913945279
7190066,69942372,MANRIQUE BORRERO,,IVO RAUL,,JR CUSCO 1122,PIURA,IVO_MAN_LEON@HOTMAIL.COM,976109770,909400858
19673130,72406805,QUILCA EGOAVIL,,JORGE LUIS,,JR MONTE CARLOS 510,HUANCAYO,LUISJLQE0501@HOTMAIL.COM,907052667,911037861
16637386,72840572,ESPINOSA FERNANDEZ,,ADA VIOLETA,,CL FRAY ANTONIO DAZA 253,RIMAC,AVEF29@HOTMAIL.COM,996096984,934970566
7352328,73030205,TURPO PUMA,,ROCIO JANET,,N   F 7AHVILLA JESUS,PAUCARPATA,JANET.ROSS23@GMAIL.COM,918573857,906413166
4961663,73724053,CONDOR MAGUI—O,,MADELEINE BEATRIZ,,OT UCV 136 S/N    5AHHUAYCAN ZONA I,ATE,MABECOMA5@HOTMAIL.COM,914411175,947395962
21924586,73971913,TOLEDO SORIANO,,DINA PATRICIA,,CL SANTA FELICITA SN EDIFICIO EDIFICIO X DPTO DPTO X C 10SECTOR X,SAN MARTIN DE PORRES,PATRICIATOLEDOSORIANO@GMAIL.COM,989604361,915014645
17710485,75034615,DIAZ CHAVEZ,,LUZ ANGELICA,,PJ EL CAPULI 160,CAJAMARCA,LUZ_ANGELICA777@HOTMAIL.COM,965822942,927676032
19632750,75084272,GOMEZ LUDE—A,,ANTONI ZENON,,CL MIGUEL GRAU 143    URBJORGE  CHAVEZ,CALLAO,AZGOMEZL14@GMAIL.COM,982710019,973823316
13481584,75116352,ARROYO SANTILLAN,,SUSANA YSABEL,,CL UNO S/N   A 6ASOLAS PALMAS DEL SOL,SANTIAGO DE SURCO,TEXTILSAS@GMAIL.COM,952535661,925419787
4554812,75269060,SAIRE MAMANI,,IVAN MILTON,,OT URB VICTOR H DE LA TOR 0   F 2URBCDAD MUNICIPAL,CERRO COLORADO,PEGASOSAINTO8035@GMAIL.COM,953205833,969869689
17219986,76503341,ALBARRACIN CIFRE,,NORA,,JR TENIENTE MOOR 1412 URB LOS CIPRESES,LIMA,NORA.ALBARRACIN@PUCP.PE,984679690,980757509
7402233,79869011,OTERO PALACIOS,,YRINNA MARIA,,ENACE III ETAPA Q 36 MZ. Q LT. 36 III ETP,ATE,IRIMAOP@HOTMAIL.COM,917194017,963867177
9429811,81467353,MALDONADO ROJAS,,LUIS ANTONIO,,AV SANTA ROSA 560 DPTO 402,LA PERLA,VENTASLUIS@FORMAEIMAGEN.COM,995939256,978406810
15270611,82126649,ARCE,JESUS,PIERO,,CALLE URANO 143 URB RESIDENCIAL AEROPUERTO,LIMA,PIARJE@HOTMAIL.COM,981530365,914388021
6511241,83830081,RAMIREZ MATOS,,LEONCIO SIPRIANO,,CL RIO TAMBO 09 EDIFICIO X DPTO X E 4URBSANTA ISOLINA SECTOR X,COMAS,MECANICALEO81@GMAIL.COM,975348071,909538025
7456771,84222335,LANDACAY,MIJA,JONNY,,UNIDADES MZ. B LT. 1 B 1,LA ESPERANZA,DIXONJ.LANDACAY@HOTMAIL.COM,992205019,991049269
5349410,84255489,CASAS COBE√ëAS,,CARMEN IRENE,,PJ LOS DANIFICDOS S/N MZ. E 12 LT. 14 URB BOCANEGRA ZONA 4,CALLAO,CASMUCHACCC@HOTMAIL.COM,916734415,982397069
6051530,89145894,POBLETE MOREAU DE AYALA,,LIZ DEBORAH,,AV PASEO DE LA COSTILLANO 1080 TORRE D DPTO 304,SANTIAGO DE SURCO,LIDEPOMO@GMAIL.COM,979412919,937068712
19689874,91602186,ABAD MONJA,,SANDRA ANALI,,CL CHICLAYO 220 AH BALZARES,SANTA ROSA,ZANLY19@HOTMAIL.COM,916387432,985470910
7840611,93258903,POMAR,ORJEDA,CARLO,,CALLE ASTURIAS 170,MAGDALENA DEL MAR,CARLOPOMAR@HOTMAIL.COM,907002058,933200517
4863616,95887436,HINOSTROZA SEDANO,,ALBERTO ANDRES,,JR JUNIN 479,HUANCAYO,ANDRES76_HS@HOTMSIL.COM,916794335,948788011
13204743,95960583,LOPEZ ROMERO,,FERNANDO MIGUEL,,AV JUAN NICOLINI - URB PALAO 575  INT A11  ASOVILLA SALUD,SAN MARTIN DE PORRES,FERPHILO03@HOTMAIL.COM,938386130,962215529
20689776,95995093,ROMERO LUYO,,GISELLA DORIS,,JR HUASCAR 2433 URB LAS MORERAS,LA PERLA,GITOROLU@HOTMAIL.COM,918015985,912831057
24657233,96694062,GUTIERREZ CONDORI,,JESSICA ROSARIO,,OT X N XX XX G 23ASOSEøOR DE HUANCA XX,CAYMA,DALUZ_AMOR@HOTMAIL.COM,927354201,984480752
15585144,97405382,BURGOS LLATA,,PERLA AZUCENA,,N   M 45SECTOR 3 GRUPO 29,VILLA EL SALVADOR,PERLA.PB11@GMAIL.COM,965659592,951325118
6279164,98796326,RUELAS MULLESACA,,RENE MANUEL,,N   O 32PJVICTOR ANDRES BELAUNDE ZON A,CERRO COLORADO,RENE_RM7@HOTMAIL.COM,916957387,994354582
6356896,99269559,SULCA POLLO,,TEODORA,,AV X 11   B2 7AHPORTADA DE MANCHAY 11,PACHACAMAC,NOEBHC060686@GMAIL.COM,954495955,971982604
13697164,99854028,DURAND GUZMAN,,ALEX AXEL,,AV NICOLAS AYLLON 4809   F 22URBSOL DE VITARTE,ATE,ALEKZAKZEL@GMAIL.COM,957594030,910064729
22947025,00415858,CONDORI SANTOS,,MARGARITA CLOTILDE,,CL SN SN   A 2AHSANTA ROSA DE AZCARRUNZ,SAN JUAN DE LURIGANCHO,YESTERCRUZ.DUERALL@GMAIL.COM,982737665,948059591
14980384,00513531,PE—A SIGUAS,,CLORINDA JUANA,,OT X N   N 36URBSANTO DOMINGO DE GUZMAN,ICA,SIGUASCLORINDA4@GMAIL.COM,901286223,906533832
5957818,00751823,PEDRAZA MEDINA,,ELITA,,N   A10 40URBLIMATAMBO,VILLA MARIA DEL TRIUNFO,ELITAPEDRAZAMEDINA@HOTMAIL.COM,986253357,916289914
4941236,01220457,SANCHEZ MARTINEZ,,LIDER ADRIAN,,N   G 8URBLAS MAGNOLIAS,PUENTE PIEDRA,LIDERSANCHEZ73@GMAIL.COM,992819830,988420871
4811327,01825669,GOZME HUILLCAHUARI,,YESICA VANETH,,N   C 36ASOMARIA PARADO DE BELLIDO,ATE,JESSICA_GH15@HOTMAIL.COM,988176055,979897814
5209240,02694207,ANDRADE OBISPO,,CARMEN LUZ,,JR PIURA 1119,HUANCAYO,DFREINASANCHEZ@GMAIL.COM,941242936,953173488
5049909,02947032,SALAZAR RODRIGUEZ,,BUZZER,,JR LA SELVA S/N MZ. 128 LT. 12 B,YARINACOCHA,BSALAZAR@SPEEDY.COM.PE,921582294,991243503
9044272,03101072,SANCHEZ CARRION,,GISELLE CAROLINE,,PRINCIPAL S/N MZ. N1 LT. 4 ASO COSTA AZUL,PUNTA NEGRA,GICA_91@HOTMAIL.COM,913284320,957398944
22109993,04330954,ROJAS LAYNES,,JHON ZE,,AV MAXIMO ALVARADO 325  DPTO A,CHORRILLOS,JHONROJAS-1994@HOTMAIL.COM,922134984,902541389
5137975,05453588,REGALADO ALGENDONES,,YSMAEL CRISTIAN,,PJ B 136 PISO 3 URB 28 DE JULIO,BRE—A,YCREAL7@OUTLOOK.COM,972854444,937959618
5117739,05922405,MARTINEZ DE SANTOS,,VIOLETA,,JR HUANUCO 550,HUANUCO,HERMANAVIOLETA11@HOTMAIL.COM,932683730,910872957
4975818,07624070,ALFARO DE LA CRUZ,,JUAN DE DIOS,,AV CONDORCANQUI 2313 SC P BAJA,LA ESPERANZA,YESSY.YYQA@GMAIL.COM,930152958,954846074
5198880,57266336,PACHERRES PISCOYA,,KAREN DEL ROSARIO,,AV CAJAMARQUILLA S/N MZ. P LT. 25,LURIGANCHO,KARITORPP@GMAIL.COM,999911286,921123246
5309541,64856921,TURPO,CONDORI,LUIS ANGEL,,MALECON A10 ASO AAHH MI PERU A10 07,VENTANILLA,LEXTCORP@HOTMAIL.COM,980076363,901110320
4942186,65377864,MAITA QUISPE,,EDY INES,,OT BARRIO ATUNCAR S/N   - 10AGRCPM LA ENCA—ADA,SAN VICENTE DE CA—ETE,INES.MQ.92@HOTMAIL.COM,923367264,960393638
4712573,65408468,SAMANIEGO CASTILLO,,JAVIER RUBEN,,AV X X   I 04AHJAVIER PEREZ DE CUELLLAR,SAN JUAN DE LURIGANCHO,JAVIERSAMANIEGOCASTILLO@HOTMAIL.COM,989463330,945636075
6915120,66992945,FLORES YUCRA,,QUINTINA,,JR TACAYMANO 1624 URB MANGOMARCA,SAN JUAN DE LURIGANCHO,QUINTIFI@HOTMAIL.COM,981312265,962897331
6333932,67053331,FLORES GONZALES,,DAYANA JAQUELINE,,AV MOSCU 971,LA TINGUI—A,DAYFLO_STAR@HOTMAIL.COM,981805652,922871930
5234257,67189054,REYES JUAREZ,,JORGE LUIS,,CL BOLOGNESI 235  INT 405,SAN ISIDRO,JORGEREYESJ@HOTMAIL.COM,999632707,958082276
5991383,67245540,RODRIGUEZ GAMBOA,,ROSSMERY,,MERCEDES CABELLOS 216,EL AGUSTINO,SJ_ROSITA89@HOTMAIL.COM,941253077,959254943
19479709,67254115,PARI CHECA,,ARMANDO,,N   G 2ASOSEøOR DE LOS MILAGROS,MARIANO MELGAR,ARMANDO_28_15@HOTMAIL.COM,946399894,931436939
6775374,67462621,VILCAS HUAMAN,,ANGELICA MARLENE,,MZ. O1 LT. 15 URB TUPAC AMARU,ATE,ANGELITA_2004_5@HOTMAIL.COM,996743154,952011211
8288590,67983583,SAENZ RIOS,,BERNARD EDVART,,AV MIRAFLORES 900,TACNA,EDVARTSR@HOTMAIL.COM,951982955,913542150
7952418,75304822,ABAD ABAD,,CARMEN MIRIAM,,N   J 18SEC 2 GPO 2,VILLA EL SALVADOR,SERVITACPERCY@HOTMAIL.COM,949594582,997525382
7636671,78036403,RUIZ FARFAN,,YINELDA ESMERALDA,,AV SAN CRISTOBAL 119 DPTO INT 4,LA VICTORIA,ESDIAN22@HOTMAIL.COM,966026539,904458976
19472004,78327653,MORENO HERNANDEZ,,ROCIO ELIZABETH,,28 DE JULIO 277 MZ. A LT. 18 AH EL JUNCAL,SUBTANJALLA,ROCIO25MH@GMAIL.COM,975436269,962026691
5434867,78361673,VASQUEZ,CAMARENA,JESUS PEDRO,,CLL JOAQUIN CAPELO 401 URB INGENIERIA,SAN MARTIN DE PORRES,JVASQUEZ@SERPETBOL.COM.PE,941869803,990649553
13632475,78945110,ZAMBRANO BERENDSOHN,,MARIO ANTONIO,,CL ONTARIO 485 0 CASA 10 0 0URBRINCONADA DEL LAGO,LA MOLINA,MZAMBRANOB@HOTMAIL.COM,952225489,988692649
21809679,79007407,MORENO,URCO,MELBI MARLENE,,CAL LOS GLADIOLOS MZ G LT 24 SN LA RIVERA,HUANCAYO,MELBIMORENO@HOTMAIL.COM,910980917,981047079
5041669,79007415,SANTA CRUZ MENDOZA,,MARILU,,AV EL OLIVAR S/N MZ. E 11 LT. 14 URB BOCANEGRA -,CALLAO,MARILU.1979.LA.LINDA@HOTMAIL.COM,953290396,982963071
5523593,80810604,VIDAL CARPIO,,ROSA VICTORIA,,N PISO 3 MZ. O LT. 3 TERCERA ETAPA URB GUARDIA CIVIL,PAUCARPATA,BEBE0507@HOTMAIL.IT,908347384,945020687
6192345,81515118,CASAMAYOR RODRIGUEZ,,HUGO IVAN,,MZ. A LT. 27 AH LOS JAZMINES,SAN JUAN DE LURIGANCHO,HCASAMAYOR@HOTMAIL.COM,908581301,991639899
21903348,82063962,NEIRA GARCIA,,ADAN,,JOSE GABRIEL CONDORCANQUI 602,INDEPENDENCIA,DILBER20_07@HOTMAIL.COM,928750194,912886345
4807097,82089660,SIGUAS TORRES,,FIORELLA ELIZABETH,,ANTON SANCHEZ 215 BLOCK 1 DPTO 604,RIMAC,FIOLET_15@HOTMAIL.COM,945706365,966878057
19476356,98374097,HU VASQUEZ,,MARIA LUISA,,PJ RODADERO 233,LINCE,MARIALUISA49@OUTLOOK.COM,938661803,936102241
6578333,98700997,RUESTA OG—OS,,DIANA CAROLINA,,CL SAN JOSE 102    AHVICTOR RAUL,PAIJAN,CRODRUESTA@GMAIL.COM,946465740,934382059
6057100,99289247,CHANDUVI VELASQUEZ,,LUIS MIGUEL,,N   E 9ASOSANTA BEATRIZ,CALLAO,CVLUISM@GMAIL.COM,981302651,995681460
27999241,05935237,PAZ MAGALLANES,,LEDYS KELLY,,AV MARISCAL CASTILLA 110 INT B URB PLAYA RIMAC,CALLAO,MDIG40017@GMAIL.COM,913196012,986577463
19550701,10826764,FERREIRA ZUMAETA,,SILVIA CRUZ,,AV PARTICIPACION 1521    URBX,IQUITOS,SILVIA.FERREIRA.ZUMAETA@HOTMAIL.COM,995657203,945099086
12975002,14182454,SOLORZANO AGUILAR,,LOURDES,,JAVIER PRADO 8925 URB JAVIER PRADO,ATE,JOSHUESARON@HOTMAIL.COM,986910607,980472287
5227119,18437481,CARRASCO VILCHEZ,,EUSEBIO ADEMAR,,CL CAROLINA 696 PJ URRUNAGA,JOSE LEONARDO ORTIZ,JCARRASCOVI@UNPRG.EDU.PE,928874123,910474064
10254753,27057560,ROJAS PILARES,,IRIS,,CL SANTA TERESA 379,CUSCO,ROJAS_IR@HOTMAIL.COM,958047816,999116608
5226021,28874090,YNGA RODRIGUEZ,,ELDIO MAXIMO,,CL SANTA ISABEL 107    URB30 DE AGOSTO,EL AGUSTINO,ELDIO_14_91@HOTMAIL.COM,998532562,972281897
4931516,38674498,PIMINCHUMO ACU√ëA,,EDWAR RICARDO,,CL LAS FLORES 170,LAGUNAS,RICARDO_PA88@HOTMAIL.COM,951407239,951600222
6302597,39606712,PEREZ RODRIGUEZ,,YSABEL JANET,,FRANCISCO SARMIENTO DE GAMBOA 259 MZ. B LT. 13 COP TRABAJADORES UNIDOS,CALLAO,SOLEMISA13@GMAIL.COM,920844166,928207505
22223593,52176786,MATARA LEON,,HUBERT CRISTHIAN,,JR MANCO CAPAC 716,CHEPEN,DAGO_AB_9@HOTMAIL.COM,921517357,974250493
5063271,76732159,RUIZ RODRIGUEZ,,ERWIN FRANKLIN FRANKLIN,,JR TARATA 278,TUMBES,ERWINR1814@GMAIL.COM,996509589,953890061
6000602,92165469,TRUJILLO JARA,,VICTOR FERNANDO,,JR ABTAO 288,HUANUCO,TORVYC_7@HOTMAIL.COM,999128092,904756706
8124469,92346005,LOPEZ MORALES,,DELIA,,AREQUIPA 146 URB LA CALICHERA,COMAS,DELIALOPEZ_15@HOTMAIL.COM,964120548,974513764
4942190,92704645,DELGADO PINTO,,SUGEY BONNY,,AV BRASIL 415,ALTO SELVA ALEGRE,SUGEYDELGADO2008@HOTMAIL.COM,911940582,997837790
22058259,93458788,SANCHEZ PALACIOS,,ANA MARIA,,CL MARIA HERRERA DE ACOSTA N   D 03AHMARIA HERRERA DE ACOSTA,EL AGUSTINO,YADIRABERNQ@GMAIL.COM,960667258,975305051
22256871,96480199,MACAHUACHI CHASNAMOTE,,DERLY,,AV 1ERO MZ. E LT. 10 URB SANTA ADELA,CALLAO,DMACAHUACHI@SILSA.COM.PE,946519135,964228137
5842921,28122397,HUAMAN GRADOS,,SANTOS ANTONIO,,JR JUNIN 325,SAN PEDRO DE LLOC,SANTONS14@HOTMAIL.COM,961686773,999203599
6392345,28408266,VISCONDE QUIROZ,,LENIN SMITH,,PJ BREøA 218,CAJAMARCA,LEVI_151086@OUTLOOK.COM,930762037,928119840
12216830,00698746,VINCIPROVA .,,DOMENICO,,AV CAMINOS DEL INCA 25506,CALLAO,MIMMO197369@HOTMAIL.COM,941158717,975957004
5316780,00870964,IBARCENA RISTICH,,ALEXANDRA,,AV ANTONIO MIROQUEZADA 651  DPTO 1003,MAGDALENA DEL MAR,IBARCENAALEXANDRA@GMAIL.COM,912293942,944586305
6440150,02173110,MORENO VARGAS,,ELIAS DAVID,,CL RECAVAREN 446  202,MIRAFLORES,ELIAS.MORENO.TEC@GMAIL.COM,986992646,969000074
16968880,02202829,BA—OS VILLARAN,,KATY,,CL JOSE OLAYA 205,MIRAFLORES,KATHY_24V@HOTMAIL.COM,948929001,946340300
6305412,02296033,AYBAR HUAMAN,,BRISVANE,,JR JULIO BELLIDO 799    URBSAN JUAN,SAN JUAN DE MIRAFLORES,LUANA_AYBARH@HOTMAIL.COM,905584201,944112376
7784488,02398031,QUIROZ NAVARRO,,FLOR ANALI,,N   A 4AHCASA BLANCA,SAN JUAN DE LURIGANCHO,ANALI.QN@GMAIL.COM,948261949,907651758
4943313,02976590,FERNANDEZ HUAMAN,,VIOLETA,,CL MATEO PUMACAHUA S/N   E 4URBALTO MISTI,MIRAFLORES,FERNANDEZ08@LIVE.COM,979881874,998277574
17622733,03071256,MIRANDA SULLCA,,ROYER MARINO,,PJ LOS JAZMINES S/N MZ. E LT. 2 ASO ASOCIACION LOS PASACHES DE NIEVERIA,LURIGANCHO,MIRSULL-RM@HOTMAIL.COM,925517021,985274007
5086615,04540926,MARCATINCO BIZARRA,,JUNIOR JOEL,,MZ. C LT. 20 URB LA PORTADA,IMPERIAL,BRANDS_JBM@HOTMAIL.COM,923641307,967994410
17906250,05152580,TAPIA VERME,,WILBERT ALEJANDRO,,- - MZ. C LT. 04 RES PARACAS,PISCO,ALEXTAPIA23@HOTMAIL.COM,937468906,992469248
21612005,05891382,TULLUME,DIAZ,MANUEL,,CALLE MZ C LOTE 16 URB PAMPLONA ALTA NAZARENO C 16,SAN JUAN DE MIRAFLORES,ESTRUCTURA_TECHO2008@HOTMAIL.COM,941910895,951897412
